Murphy USA,Specialty Retailers: Other,10.8853,"El Dorado, AR",258,,33.2146682,-92.6623,0.1763,258
CBRE Group,Real estate,10.8558,"Los Angeles, CA",259,,34.051552,-118.2534983,0.5471,259
D.R. Horton,Homebuilders,10.824,"Fort Worth, TX",260,,32.7559963,-97.3305924,0.7507,260
Estee Lauder,Household and Personal Products,10.7804,"New York, NY",261,,40.7635371,-73.9722478,1.0889,261
Praxair,Chemicals,10.776,"Danbury, CT",262,,41.3831046,-73.531636,1.547,262
Biogen,Pharmaceuticals,10.7638,"Cambridge, MA",263,,42.3662897,-71.0857637,3.547,263
State Street Corp.,Commercial Banks,10.76,"Boston, MA",264,,42.352773,-71.058609,1.98,264
Unum Group,"Insurance: Life, Health (stock)",10.7313,"Chattanooga, TN",265,,35.0504844,-85.3068744,0.8671,265
Reynolds American,Tobacco,10.675,"Winston-Salem, NC",266,,36.0993252,-80.2437047,3.253,266
Group 1 Automotive,"Automotive Retailing, Services",10.6325,"Houston, TX",267,,29.7777523,-95.5441753,0.094,267
Henry Schein,Wholesalers: Health Care,10.6297,"Melville, NY",268,,40.7677748,-73.4175244,0.4791,268
Hertz Global Holdings,"Automotive Retailing, Services",10.535,"Estero, FL",269,,26.419539,-81.8108827,0.273,269
Norfolk Southern,Railroads,10.511,"Norfolk, VA",270,,36.8449433,-76.28818,1.556,270
Reinsurance Group of America,"Insurance: Life, Health (stock)",10.4182,"Chesterfield, MO",271,,38.661306,-90.56653,0.5022,271
Public Service Enterprise Group,Utilities: Gas and Electric,10.415,"Newark, NJ",272,,40.7614648,-74.1943247,1.679,272
BB&T Corp.,Commercial Banks,10.346,"Winston-Salem, NC",273,,36.0956473,-80.2451495,2.084,273
DTE Energy,Utilities: Gas and Electric,10.337,"Detroit, MI",274,,42.3343161,-83.0570807,0.727,274
Assurant,Insurance: Property and Casualty (Stock),10.3255,"New York, NY",275,,40.7078315,-74.0087358,0.1416,275
Global Partners,Wholesalers: Diversified,10.3149,"Waltham, MA",276,,42.3547082,-71.2625958,0.0436,276
Huntsman,Chemicals,10.299,"The Woodlands, TX",277,,30.159585,-95.456647,0.093,277
Becton Dickinson,Medical Products and Equipment,10.282,"Franklin Lakes, NJ",278,,41.0169877,-74.2107987,0.695,278
Sempra Energy,Utilities: Gas and Electric,10.231,"San Diego, CA",279,,32.7100979,-117.1576824,1.349,279
AutoZone,Specialty Retailers: Other,10.1873,"Memphis, TN",280,,35.1420009,-90.0561333,1.1602,280
Navistar International,Motor Vehicles and Parts,10.14,"Lisle, IL",281,,41.8099397,-88.1076799,-0.184,281
Precision Castparts,Aerospace and Defense,10.056,"Portland, OR",282,,45.4892138,-122.6729497,1.53,282
Discover Financial Services,Commercial Banks,10.002,"Riverwoods, IL",283,,42.1567624,-87.8901097,2.297,283
Liberty Interactive,Internet Services and Retailing,9.989,"Englewood, CO",284,,39.553121,-104.846177,0.869,284
W.W. Grainger,Wholesalers: Diversified,9.9734,"Lake Forest, IL",285,,42.2363993,-87.911161,0.769,285
Baxter International,Medical Products and Equipment,9.968,"Deerfield, IL",286,,42.1592992,-87.8798111,0.968,286
Stryker,Medical Products and Equipment,9.946,"Kalamazoo, MI",287,,42.2418918,-85.5561586,1.439,287
Air Products & Chemicals,Chemicals,9.8949,"Allentown, PA",288,,40.551426,-75.5987341,1.2779,288
Western Refining,Petroleum Refining,9.787,"El Paso, TX",289,,31.7589099,-106.4892457,0.4068,289
Universal Health Services,Health Care: Medical Facilities,9.7847,"King of Prussia, PA",290,,40.0783884,-75.3700608,0.6805,290
Owens & Minor,Wholesalers: Health Care,9.7729,"Mechanicsville, VA",291,,37.6443944,-77.4085793,0.1034,291
Charter Communications,Telecommunications,9.754,"Stamford, CT",292,,41.0497416,-73.5388939,-0.271,292
Advance Auto Parts,Specialty Retailers: Other,9.737,"Roanoke, VA",293,,37.3174279,-79.9592081,0.4734,293
MasterCard,Financial Data Services,9.667,"Purchase, NY",294,,41.0234636,-73.7142761,3.808,294
Applied Materials,Semiconductors and Other Electronic Components,9.659,"Santa Clara, CA",295,,37.3776247,-121.9787818,1.377,295
Eastman Chemical,Chemicals,9.648,"Kingsport, TN",296,,36.535422,-82.5509302,0.848,296
Sonic Automotive,"Automotive Retailing, Services",9.6243,"Charlotte, NC",297,,35.176712,-80.7969496,0.0863,297
Ally Financial,Diversified Financials,9.539,"Detroit, MI",298,,42.3295852,-83.039529,1.289,298
CST Brands,Specialty Retailers: Other,9.499,"San Antonio, TX",299,,29.5842806,-98.6062431,0.149,299
eBay,Internet Services and Retailing,9.496,"San Jose, CA",300,,37.2954483,-121.9275001,1.725,300
Lennar,Homebuilders,9.474,"Miami, FL",301,,25.7769038,-80.3698703,0.8029,301
GameStop,Specialty Retailers: Other,9.3638,"Grapevine, TX",302,,32.9025975,-97.087469,0.4028,302
Reliance Steel & Aluminum,Metals,9.3505,"Los Angeles, CA",303,,34.051415,-118.251634,0.3115,303
Hormel Foods,Food Consumer Products,9.2639,"Austin, MN",304,,43.6815809,-92.9678329,0.6861,304
Celgene,Pharmaceuticals,9.256,"Summit, NJ",305,,40.7090186,-74.3452692,1.602,305
Genworth Financial,"Insurance: Life, Health (stock)",9.249,"Richmond, VA",306,,37.6029091,-77.5133905,-0.615,306
PayPal Holdings,Financial Data Services,9.248,"San Jose, CA",307,,37.3768482,-121.9227028,1.228,307
Priceline Group,Internet Services and Retailing,9.224,"Norwalk, CT",308,,41.0932449,-73.4542418,2.5514,308
MGM Resorts International,"Hotels, Casinos, Resorts",9.1901,"Las Vegas, NV",309,,36.112238,-115.1790843,-0.4477,309
Autoliv,Motor Vehicles and Parts,9.1696,"Auburn Hills, MI",310,,42.6942687,-83.2741815,0.4568,310
Fidelity National Financial,Insurance: Property and Casualty (Stock),9.132,"Jacksonville, FL",311,,30.3181782,-81.6764314,0.527,311
Republic Services,Waste Management,9.115,"Phoenix, AZ",312,,33.6543157,-111.9303866,0.7499,312
Corning,Network and Other Communications Equipment,9.111,"Corning, NY",313,,42.1453839,-77.0559347,1.339,313
Peter Kiewit Sons',"Engineering, Construction",8.992,"Omaha, NE",314,,41.2031557,-96.1330721,0.251,314
Univar,Wholesalers: Other,8.9818,"Downers Grove, IL",315,,41.832551,-88.005306,0.0165,315
Mosaic,Chemicals,8.8953,"Plymouth, MN",316,,45.0154671,-93.4546099,1.0004,316
Core-Mark Holding,Wholesalers: Food and Grocery,8.8577,"South San Francisco, CA",317,,37.6674338,-122.3830665,0.0515,317
Thrivent Financial for Lutherans,"Insurance: Life, Health (Mutual)",8.7893,"Minneapolis, MN",318,,44.9752987,-93.2661557,0.769,318
Cameron International,"Oil and Gas Equipment, Services",8.782,"Houston, TX",319,,29.7549154,-95.4545821,0.501,319
HD Supply Holdings,Wholesalers: Diversified,8.779,"Atlanta, GA",320,,33.8772182,-84.465654,1.472,320
Crown Holdings,"Packaging, Containers",8.762,"Philadelphia, PA",321,,40.1091627,-74.9915477,0.393,321
EOG Resources,"Mining, Crude-Oil Production",8.7574,"Houston, TX",322,,29.7587831,-95.3707246,-4.5245,322
Veritiv,Wholesalers: Diversified,8.7177,"Atlanta, GA",323,,33.9348279,-84.3546017,0.0267,323
Anadarko Petroleum,"Mining, Crude-Oil Production",8.698,"The Woodlands, TX",324,,30.1605644,-95.4539007,-6.692,324
Laboratory Corp. of America,Health Care: Pharmacy and Other Services,8.6801,"Burlington, NC",325,,36.0931776,-79.4373778,0.4369,325
Pacific Life,"Insurance: Life, Health (stock)",8.642,"Newport Beach, CA",326,,33.6196103,-117.8774573,0.661,326
News Corp.,"Publishing, Printing",8.633,"New York, NY",327,,40.7585532,-73.9821356,-0.147,327
Jarden,"Home Equipment, Furnishings",8.6039,"Boca Raton, FL",328,,26.3625235,-80.1213345,0.1465,328
SunTrust Banks,Commercial Banks,8.533,"Atlanta, GA",329,,33.7627326,-84.3865348,1.933,329
Avis Budget Group,"Automotive Retailing, Services",8.502,"Parsippany, NJ",330,,40.8485197,-74.4507747,0.313,330
Broadcom,Semiconductors and Other Electronic Components,8.394,"Irvine, CA",331,,33.6364701,-117.8482533,0.978,331
American Family Insurance Group,Insurance: Property and Casualty (Stock),8.2861,"Madison, WI",332,,43.1581667,-89.2894975,0.6939,332
Level 3 Communications,Telecommunications,8.229,"Broomfield, CO",333,,39.9214658,-105.14401,3.433,333
Tenneco,Motor Vehicles and Parts,8.209,"Lake Forest, IL",334,,42.24867,-87.899539,0.247,334
United Natural Foods,Wholesalers: Food and Grocery,8.185,"Providence, RI",335,,41.8288994,-71.4321161,0.1387,335
Dean Foods,Food Consumer Products,8.1217,"Dallas, TX",336,,32.8055096,-96.7923795,-0.0085,336
Campbell Soup,Food Consumer Products,8.082,"Camden, NJ",337,,39.9395156,-75.1081042,0.691,337
Mohawk Industries,"Home Equipment, Furnishings",8.0716,"Calhoun, GA",338,,34.4725087,-84.9435176,0.6153,338
BorgWarner,Motor Vehicles and Parts,8.0232,"Auburn Hills, MI",339,,42.6458447,-83.2107925,0.6097,339
PVH,Apparel,8.0203,"New York, NY",340,,40.7489466,-73.9826769,0.5724,340
Ball,"Packaging, Containers",7.997,"Broomfield, CO",341,,39.9117581,-105.0997533,0.2809,341
O'Reilly Automotive,Specialty Retailers: Other,7.9667,"Springfield, MO",342,,37.2074518,-93.2490823,0.9312,342
Eversource Energy,Utilities: Gas and Electric,7.9548,"Springfield, MA",343,,42.150861,-72.547591,0.8785,343
Franklin Resources,Securities,7.9487,"San Mateo, CA",344,,37.5422843,-122.2933924,2.0353,344
Masco,"Home Equipment, Furnishings",7.904,"Taylor, MI",345,,42.2680821,-83.2424895,0.355,345
Lithia Motors,"Automotive Retailing, Services",7.8643,"Medford, OR",346,,42.328678,-122.872044,0.183,346
KKR,Securities,7.7861,"New York, NY",347,,40.7638258,-73.9749381,0.4885,347
Oneok,Pipelines,7.7632,"Tulsa, OK",348,,36.1505449,-95.9916448,0.245,348
Newmont Mining,"Mining, Crude-Oil Production",7.729,"Greenwood Village, CO",349,,39.6007021,-104.8922279,0.22,349
PPL,Utilities: Gas and Electric,7.669,"Allentown, PA",350,,40.6015529,-75.4759433,0.682,350
SpartanNash,Wholesalers: Food and Grocery,7.652,"Byron Center, MI",351,,42.8256618,-85.6847763,0.0627,351
Quanta Services,"Engineering, Construction",7.6324,"Houston, TX",352,,29.7372499,-95.4618607,0.3109,352
XPO Logistics,Transportation and Logistics,7.6232,"Greenwich, CT",353,,41.0203413,-73.6467272,-0.1911,353
Ralph Lauren,Apparel,7.62,"New York, NY",354,,40.7639807,-73.9716177,0.702,354
Interpublic Group,"Advertising, marketing",7.6138,"New York, NY",355,,40.7582953,-73.9679574,0.4546,355
Steel Dynamics,Metals,7.5944,"Fort Wayne, IN",356,,41.041105,-85.23743,-0.1303,356
WESCO International,Wholesalers: Diversified,7.5185,"Pittsburgh, PA",357,,40.4333545,-80.0051405,0.2107,357
Quest Diagnostics,Health Care: Pharmacy and Other Services,7.493,"Madison, NJ",358,,40.7569895,-74.4356173,0.709,358
Boston Scientific,Medical Products and Equipment,7.477,"Marlborough, MA",359,,42.3617802,-71.5625136,-0.239,359
AGCO,Construction and Farm Machinery,7.4673,"Duluth, GA",360,,34.0174713,-84.1646697,0.2664,360
Foot Locker,Specialty Retailers: Apparel,7.412,"New York, NY",361,,40.7498191,-73.9889492,0.541,361
Hershey,Food Consumer Products,7.3866,"Hershey, PA",362,,40.3012114,-76.6485044,0.513,362
CenterPoint Energy,Utilities: Gas and Electric,7.386,"Houston, TX",363,,29.7571189,-95.3679826,-0.692,363
Williams,Energy,7.36,"Tulsa, OK",364,,36.1551709,-95.9906585,-0.571,364
Dick's Sporting Goods,Specialty Retailers: Other,7.271,"Coraopolis, PA",365,,40.5076307,-80.2658323,0.3304,365
Live Nation Entertainment,Entertainment,7.2457,"Beverly Hills, CA",366,,34.07418,-118.3989177,-0.0325,366
Mutual of Omaha Insurance,"Insurance: Life, Health (stock)",7.2357,"Omaha, NE",367,,41.2031557,-96.1330721,0.333,367
W.R. Berkley,Insurance: Property and Casualty (Stock),7.2065,"Greenwich, CT",368,,41.018681,-73.6223224,0.5037,368
LKQ,Wholesalers: Diversified,7.1926,"Chicago, IL",369,,41.8822187,-87.6405296,0.4232,369
Avon Products,Household and Personal Products,7.173,"New York, NY",370,,40.7547149,-73.9710862,-1.1489,370
Darden Restaurants,Food Services,7.1644,"Orlando, FL",371,,28.4182605,-81.4253464,0.7095,371
Kindred Healthcare,Health Care: Medical Facilities,7.0981,"Louisville, KY",372,,38.2471267,-85.7594292,-0.0934,372
Weyerhaeuser,Forest and Paper Products,7.082,"Federal Way, WA",373,,47.2968783,-122.2988313,0.506,373
Casey's General Stores,Specialty Retailers: Other,7.0522,"Ankeny, IA",374,,41.693711,-93.57317,0.1806,374
Sealed Air,"Packaging, Containers",7.0315,"Charlotte, NC",375,,35.1318927,-80.9064054,0.3354,375
Fifth Third Bancorp,Commercial Banks,7.031,"Cincinnati, OH",376,,39.1021983,-84.5117843,1.712,376
Dover,Industrial Machinery,7.0292,"Downers Grove, IL",377,,41.8332889,-88.0076006,0.8698,377
Huntington Ingalls Industries,Aerospace and Defense,7.02,"Newport News, VA",378,,36.9880697,-76.4372483,0.404,378
Netflix,Specialty Retailers: Other,6.7795,"Los Gatos, CA",379,,37.2596172,-121.9626432,0.1226,379
Dillard's,General Merchandisers,6.7545,"Little Rock, AR",380,,34.7545322,-92.2877598,0.2694,380
EMCOR Group,"Engineering, Construction",6.7225,"Norwalk, CT",381,,41.1445227,-73.42854,0.1723,381
Jones Financial,Securities,6.694,"Des Peres, MO",382,,38.6043733,-90.4465686,0.838,382
AK Steel Holding,Metals,6.6929,"West Chester, OH",383,,39.3281175,-84.4294198,-0.509,383
UGI,Energy,6.6911,"King of Prussia, PA",384,,40.0885749,-75.4069846,0.281,384
Expedia,Internet Services and Retailing,6.6723,"Bellevue, WA",385,,47.613394,-122.1970162,0.7645,385
salesforce.com,Computer Software,6.6672,"San Francisco, CA",386,,37.7935184,-122.3944415,-0.0474,386
Targa Resources,Pipelines,6.6586,"Houston, TX",387,,29.7584166,-95.3683009,0.0583,387
Apache,"Mining, Crude-Oil Production",6.654,"Houston, TX",388,,29.7445497,-95.4640546,-23.119,388
Spirit AeroSystems Holdings,Aerospace and Defense,6.6439,"Wichita, KS",389,,37.6238796,-97.2844943,0.7887,389
Expeditors International of Washington,Transportation and Logistics,6.6166,"Seattle, WA",390,,47.605838,-122.334683,0.4572,390
Anixter International,Wholesalers: Diversified,6.5964,"Glenview, IL",391,,42.0970894,-87.8235867,0.1276,391
Fidelity National Information Services,Financial Data Services,6.5952,"Jacksonville, FL",392,,30.3181782,-81.6764314,0.6315,392
Asbury Automotive Group,"Automotive Retailing, Services",6.5883,"Duluth, GA",393,,34.005757,-84.093159,0.1692,393
Hess,Petroleum Refining,6.575,"New York, NY",394,,40.7578756,-73.9824244,-3.056,394
Ryder System,"Trucking, Truck Leasing",6.5719,"Miami, FL",395,,25.8695256,-80.3852175,0.3048,395
Terex,Construction and Farm Machinery,6.5431,"Westport, CT",396,,41.1226995,-73.3288432,0.1459,396
Coca-Cola Enterprises,Beverages,6.54,"Atlanta, GA",397,,33.9049764,-84.4565963,0.596,397
Auto-Owners Insurance,Insurance: Property and Casualty (Mutual),6.5171,"Lansing, MI",398,,42.7218607,-84.6384575,0.8153,398
Cablevision Systems,Telecommunications,6.5097,"Bethpage, NY",399,,40.7614169,-73.4950539,0.1754,399
Symantec,Computer Software,6.508,"Mountain View, CA",400,,37.3970228,-122.0539293,0.878,400
Charles Schwab,Securities,6.501,"San Francisco, CA",401,,37.7905876,-122.3928349,1.447,401
Calpine,Energy,6.472,"Houston, TX",402,,29.7619199,-95.3644863,0.235,402
CMS Energy,Utilities: Gas and Electric,6.456,"Jackson, MI",403,,42.2468078,-84.4025069,0.523,403
Alliance Data Systems,Financial Data Services,6.4397,"Plano, TX",404,,33.081018,-96.8235733,0.5965,404
JetBlue Airways,Airlines,6.416,"Long Island City, NY",405,,40.7509337,-73.9385978,0.677,405
Discovery Communications,Entertainment,6.394,"Silver Spring, MD",406,,38.9952564,-77.0282885,1.034,406
Trinity Industries,Transportation Equipment,6.3927,"Dallas, TX",407,,32.8055231,-96.8400353,0.7965,407
Sanmina,Semiconductors and Other Electronic Components,6.3745,"San Jose, CA",408,,37.3900272,-121.929548,0.3773,408
NCR,"Computers, Office Equipment",6.373,"Duluth, GA",409,,33.9628147,-84.1150711,-0.178,409
FMC Technologies,"Oil and Gas Equipment, Services",6.3627,"Houston, TX",410,,29.9358911,-95.5127438,0.3931,410
Erie Insurance Group,Insurance: Property and Casualty (Stock),6.351,"Erie, PA",411,,42.1303783,-80.0828533,0.175,411
Rockwell Automation,"Electronics, Electrical Equip.",6.3079,"Milwaukee, WI",412,,43.0182964,-87.9133247,0.8276,412
Dr Pepper Snapple Group,Beverages,6.282,"Plano, TX",413,,33.077788,-96.8060585,0.764,413
iHeartMedia,Entertainment,6.2415,"San Antonio, TX",414,,29.4925046,-98.4790668,-0.7546,414
Tractor Supply,Specialty Retailers: Other,6.2265,"Brentwood, TN",415,,36.0324781,-86.813115,0.4104,415
J.B. Hunt Transport Services,"Trucking, Truck Leasing",6.1876,"Lowell, AR",416,,36.2453939,-94.1491419,0.4272,416
Commercial Metals,Metals,6.1617,"Irving, TX",417,,32.8982822,-96.9599446,0.1416,417
Owens-Illinois,"Packaging, Containers",6.156,"Perrysburg, OH",418,,41.5285417,-83.647721,-0.074,418
Harman International Industries,"Electronics, Electrical Equip.",6.1553,"Stamford, CT",419,,41.0497416,-73.5388939,0.3427,419
Baxalta,Pharmaceuticals,6.149,"Bannockburn, IL",420,,42.1943876,-87.8824461,0.956,420
American Financial Group,Insurance: Property and Casualty (Stock),6.145,"Cincinnati, OH",421,,39.1004588,-84.5073509,0.352,421
NetApp,Computer Peripherals,6.1227,"Sunnyvale, CA",422,,37.4112611,-122.0119022,0.5599,422
Graybar Electric,Wholesalers: Diversified,6.1103,"St. Louis, MO",423,,38.6514655,-90.3389624,0.0911,423
Oshkosh,Motor Vehicles and Parts,6.0981,"Oshkosh, WI",424,,43.9924573,-88.5442389,0.2295,424
Ameren,Utilities: Gas and Electric,6.098,"St. Louis, MO",425,,38.6224443,-90.2095588,0.63,425
A-Mark Precious Metals,Miscellaneous,6.0702,"Santa Monica, CA",426,,34.0171993,-118.4947591,0.0071,426
Barnes & Noble,Specialty Retailers: Other,6.0695,"New York, NY",427,,40.7382987,-73.9922021,0.0366,427
Dana Holding,Motor Vehicles and Parts,6.06,"Maumee, OH",428,,41.5678133,-83.6934426,0.159,428
Constellation Brands,Beverages,6.028,"Victor, NY",429,,43.029708,-77.435198,0.8393,429
LifePoint Health,Health Care: Medical Facilities,6.0144,"Brentwood, TN",430,,36.0415546,-86.7691344,0.1819,430
Zimmer Biomet Holdings,Medical Products and Equipment,5.9978,"Warsaw, IN",431,,41.2608718,-85.973821,0.147,431
Harley-Davidson,Transportation Equipment,5.9954,"Milwaukee, WI",432,,43.0460968,-87.9599862,0.7522,432
PulteGroup,Homebuilders,5.982,"Atlanta, GA",433,,33.8476821,-84.3681861,0.4941,433
Newell Brands,"Home Equipment, Furnishings",5.9722,"Atlanta, GA",434,,33.9371153,-84.3529959,0.35,434
Avery Dennison,"Packaging, Containers",5.9669,"Glendale, CA",435,,34.1570818,-118.2565333,0.2743,435
Jones Lang LaSalle,Real estate,5.9657,"Chicago, IL",436,,41.8852828,-87.6215122,0.4387,436
WEC Energy Group,Utilities: Gas and Electric,5.9261,"Milwaukee, WI",437,,43.0370376,-87.9138862,0.6403,437
Marathon Oil,"Mining, Crude-Oil Production",5.861,"Houston, TX",438,,29.7496081,-95.4720822,-2.204,438
TravelCenters of America,Specialty Retailers: Other,5.8506,"Westlake, OH",439,,41.457013,-81.893837,0.0277,439
United Rentals,Miscellaneous,5.817,"Stamford, CT",440,,41.0445448,-73.5481845,0.585,440
HRG Group,Household and Personal Products,5.8159,"New York, NY",441,,40.761507,-73.971308,-0.5568,441
Old Republic International,Insurance: Property and Casualty (Stock),5.7661,"Chicago, IL",442,,41.8870872,-87.624174,0.4221,442
Windstream Holdings,Telecommunications,5.7653,"Little Rock, AR",443,,34.7892266,-92.3989905,0.0274,443
Starwood Hotels & Resorts,"Hotels, Casinos, Resorts",5.763,"Stamford, CT",444,,41.0420786,-73.5315631,0.489,444
Delek US Holdings,Petroleum Refining,5.762,"Brentwood, TN",445,,35.9708882,-86.8094159,0.0194,445
Packaging Corp. of America,"Packaging, Containers",5.7417,"Lake Forest, IL",446,,42.2431289,-87.894461,0.4368,446
Quintiles Transnational Holdings,Health Care: Pharmacy and Other Services,5.7376,"Durham, NC",447,,35.8807907,-78.8406611,0.3872,447
Hanesbrands,Apparel,5.7315,"Winston-Salem, NC",448,,36.1890075,-80.2639624,0.4289,448
Realogy Holdings,Real estate,5.706,"Madison, NJ",449,,40.7714264,-74.4228895,0.184,449
Mattel,"Toys, Sporting Goods",5.7026,"El Segundo, CA",450,,33.9204615,-118.3916801,0.3694,450
Motorola Solutions,Network and Other Communications Equipment,5.695,"Schaumburg, IL",451,,42.0622516,-88.0524695,0.61,451
J.M. Smucker,Food Consumer Products,5.6927,"Orrville, OH",452,,40.8475387,-81.7623342,0.3449,452
Regions Financial,Commercial Banks,5.674,"Birmingham, AL",453,,33.5180605,-86.8089149,1.062,453
Celanese,Chemicals,5.674,"Irving, TX",453,,32.87121,-96.9435604,0.304,454
Clorox,Household and Personal Products,5.666,"Oakland, CA",455,,37.8035114,-122.2723184,0.58,455
Ingredion,Food Production,5.6205,"Westchester, IL",456,,41.8453955,-87.9052856,0.4022,456
Genesis Healthcare,Health Care: Medical Facilities,5.6193,"Kennett Square, PA",457,,39.8471587,-75.7116804,-0.4262,457
Peabody Energy,"Mining, Crude-Oil Production",5.6092,"St. Louis, MO",458,,38.626689,-90.1925651,-1.996,458
Alaska Air Group,Airlines,5.598,"Seattle, WA",459,,47.462937,-122.2900104,0.848,459
Seaboard,Food Production,5.594,"Merriam, KS",460,,39.0082444,-94.6908066,0.171,460
Frontier Communications,Telecommunications,5.576,"Norwalk, CT",461,,41.1445227,-73.42854,-0.196,461
Amphenol,Network and Other Communications Equipment,5.5687,"Wallingford, CT",462,,41.4603435,-72.8333482,0.7635,462
Lansing Trade Group,Wholesalers: Diversified,5.5653,"Overland Park, KS",463,,38.9295216,-94.6886454,0.0351,463
SanDisk,Semiconductors and Other Electronic Components,5.5649,"Milpitas, CA",464,,37.4188738,-121.9221472,0.3885,464
St. Jude Medical,Medical Products and Equipment,5.541,"St. Paul, MN",465,,45.0124588,-93.1008664,0.88,465
Wyndham Worldwide,"Hotels, Casinos, Resorts",5.536,"Parsippany, NJ",466,,40.8459263,-74.4385668,0.612,466
Kelly Services,Temporary Help,5.5182,"Troy, MI",467,,42.560795,-83.1662037,0.0538,467
Western Union,Financial Data Services,5.4837,"Englewood, CO",468,,39.5466002,-104.8445727,0.8378,468
Envision Healthcare Holdings,Health Care: Pharmacy and Other Services,5.4479,"Greenwood Village, CO",469,,39.6032998,-104.8982828,0.1449,469
Visteon,Motor Vehicles and Parts,5.444,"Van Buren Township, MI",470,,42.2419935,-83.432786,2.284,470
Arthur J. Gallagher,Diversified Financials,5.3924,"Itasca, IL",471,,41.9873601,-88.0150378,0.3568,471
Ashland,Chemicals,5.387,"Covington, KY",472,,39.0900692,-84.5102849,0.309,472
Host Hotels & Resorts,Real estate,5.387,"Bethesda, MD",472,,39.0272392,-77.1398721,0.558,473
Insight Enterprises,Wholesalers: Electronics and Office Equipment,5.3731,"Tempe, AZ",474,,33.3582291,-111.968253,0.0759,474
Energy Future Holdings,Energy,5.37,"Dallas, TX",475,,32.7832336,-96.7990938,-5.342,475
Markel,Insurance: Property and Casualty (Stock),5.37,"Glen Allen, VA",476,,37.6615941,-77.576847,0.5828,476
Essendant,Wholesalers: Electronics and Office Equipment,5.363,"Deerfield, IL",477,,42.1638268,-87.8763457,-0.0443,477
CH2M Hill,"Engineering, Construction",5.3615,"Englewood, CO",478,,39.5491736,-104.8678322,0.0804,478
Western & Southern Financial Group,"Insurance: Life, Health (Mutual)",5.3564,"Cincinnati, OH",479,,39.0983157,-84.5051384,0.4571,479
Owens Corning,"Building Materials, Glass",5.35,"Toledo, OH",480,,41.6463098,-83.5349418,0.33,480
S&P Global,Financial Data Services,5.313,"New York, NY",481,,40.7031921,-74.009368,1.156,481
Raymond James Financial,Securities,5.3082,"St. Petersburg, FL",482,,27.8926271,-82.6703596,0.5021,482
NiSource,Utilities: Gas and Electric,5.3075,"Merrillville, IN",483,,41.4614568,-87.3257066,0.2865,483
Airgas,Wholesalers: Diversified,5.3049,"Radnor, PA",484,,40.0415201,-75.3603244,0.3681,484
ABM Industries,Diversified Outsourcing Services,5.2905,"New York, NY",485,,40.7553752,-73.9789011,0.0763,485
Citizens Financial Group,Commercial Banks,5.276,"Providence, RI",486,,41.8274128,-71.4107037,0.84,486
Booz Allen Hamilton Holding,Information Technology Services,5.2748,"McLean, VA",487,,38.9225998,-77.2319233,0.2326,487
Simon Property Group,Real estate,5.2661,"Indianapolis, IN",488,,39.7671289,-86.162121,1.8277,488
Domtar,Forest and Paper Products,5.264,"Fort Mill, SC",489,,35.0251832,-80.9655303,0.142,489
Rockwell Collins,Aerospace and Defense,5.262,"Cedar Rapids, IA",490,,42.0297602,-91.635846,0.686,490
Lam Research,Semiconductors and Other Electronic Components,5.2593,"Fremont, CA",491,,37.4886065,-121.9570341,0.6556,491
Fiserv,Financial Data Services,5.254,"Brookfield, WI",492,,43.0338183,-88.1408568,0.712,492
Spectra Energy,Pipelines,5.234,"Houston, TX",493,,29.7404109,-95.473116,0.196,493
Navient,Diversified Financials,5.197,"Wilmington, DE",494,,39.738454,-75.5589537,0.997,494
Big Lots,Specialty Retailers: Other,5.1906,"Columbus, OH",495,,39.9591964,-83.109347,0.1429,495
Telephone & Data Systems,Telecommunications,5.1762,"Chicago, IL",496,,41.8828131,-87.6329898,0.219,496
First American Financial,Insurance: Property and Casualty (Stock),5.1755,"Santa Ana, CA",497,,33.7019659,-117.859869,0.2881,497
NVR,Homebuilders,5.1696,"Reston, VA",498,,38.9526283,-77.3499838,0.3829,498
Cincinnati Financial,Insurance: Property and Casualty (Stock),5.1418,"Fairfield, OH",499,,39.3078548,-84.5203568,0.634,499
Burlington Stores,Specialty Retailers: Apparel,5.1298,"Burlington, NJ",500,,40.0033501,-74.9825333,0.1505,500
